Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Ulcerative colitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1486,280057,0.759436178888901,-0.0402655449723252,,,categorical-20002-both_sexes-1463-
O14.2 Sentinel lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2064,151284,0.759498051046721,-0.0406076255838317,,,categorical-41210-both_sexes-O142-
Weighted-mean OD in tract corticospinal tract (left),25685,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.760014613740556,0.0131762168208928,,,continuous-25685-both_sexes--irnt
Fracture lower leg / ankle,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1283,280260,0.760054448861176,-0.0403676564700748,,,categorical-20002-both_sexes-1651-
M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1475,280111,0.760123305684788,-0.0403436088838022,,,categorical-41200-both_sexes-M451-
Leg fat-free mass (right),23113,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276681,,0.760206845311477,-0.0000841263396196661,,,continuous-23113-both_sexes--irnt
Y80.1 Inhalation anaesthetic using muscle relaxant,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1788,279798,0.760510050455583,-0.0404904447055537,,,categorical-41210-both_sexes-Y801-
Y53.3 Approach to organ under computed tomography scan control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1554,280032,0.76111179786128,-0.040311625495934,,,categorical-41210-both_sexes-Y533-
R17.2 Elective lower uterine segment caesarean delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1304,152044,0.761127856219557,-0.042055122907286,,,categorical-41200-both_sexes-R172-
Volume of grey matter in Temporal Pole (right),25797,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.761299361831384,0.0107147839642379,,,continuous-25797-both_sexes--irnt
Weighted-mean ISOVF in tract corticospinal tract (left),25712,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.761484974856258,-0.0126020822623746,,,continuous-25712-both_sexes--irnt
H20 Iridocyclitis,131158,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1493,280092,0.761494983437151,-0.040264441199573,,,icd_first_occurrence-131158-both_sexes--
T87.3 Excision or biopsy of axillary lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2041,151307,0.761754419667886,-0.040605872284159,,,categorical-41210-both_sexes-T873-
C90.3 Subtenons anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1512,280074,0.762049352657948,-0.0404033262574831,,,categorical-41210-both_sexes-C903-
"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",132312,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1388,151959,0.762465362967718,-0.0419539719085482,,,icd_first_occurrence-132312-both_sexes--
X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1453,280133,0.764457339729481,-0.0403276393335251,,,categorical-41210-both_sexes-X722-
Z42.1 Bladder NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1199,280387,0.764548212921774,-0.0402710829497636,,,categorical-41210-both_sexes-Z421-
Pravastatin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1330,280213,0.764672893824333,-0.0403780821405036,,,categorical-20003-both_sexes-1140888648-
Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),25194,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.764948173246645,-0.0135414550589216,,,continuous-25194-both_sexes--irnt
H68 Eustachian salpingitis and obstruction,131234,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,1481,280104,0.76504103178452,-0.0402675951297111,,,icd_first_occurrence-131234-both_sexes--
Mean L1 in sagittal stratum on FA skeleton (right),25230,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.765399097635811,-0.0129616252004274,,,continuous-25230-both_sexes--irnt
Weighted-mean FA in tract parahippocampal part of cingulum (right),25495,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.765887251449008,-0.0130531274417652,,,continuous-25495-both_sexes--irnt
Z47.2 Skin of temple,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1362,280224,0.766382773048096,-0.0403327628286597,,,categorical-41210-both_sexes-Z472-
Z66.3 Cervical vertebra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1233,280353,0.76641093682599,-0.0402550216263402,,,categorical-41210-both_sexes-Z663-
Red blood cell (erythrocyte) distribution width,30070,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273540,,0.766510458341286,0.00269291255926959,,,continuous-30070-both_sexes--irnt
I42 Cardiomyopathy,131338,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1273,280312,0.766515566019202,-0.0402961158271962,,,icd_first_occurrence-131338-both_sexes--
Volume of grey matter in Precuneous Cortex (left),25842,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.766720908247681,-0.0121945548029221,,,continuous-25842-both_sexes--irnt
Z50.2 Skin of hand,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1343,280243,0.766762134291311,-0.0402740074336578,,,categorical-41210-both_sexes-Z502-
V54.4 Injection around spinal facet of spine,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3078,278508,0.766769775008342,0.0199803369049616,,,categorical-41200-both_sexes-V544-
T85.2 Block dissection of axillary lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2240,151108,0.767016632954759,-0.0406290651301811,,,categorical-41210-both_sexes-T852-
Nasonex 0.05% aqueous nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1437,280106,0.767018671969085,-0.0402512800186851,,,categorical-20003-both_sexes-1141150944-
I78 Diseases of capillaries,131392,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1551,280034,0.76760262605465,-0.0402652183599386,,,icd_first_occurrence-131392-both_sexes--
Mammoplasty/cosmetic operation on breast,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2063,151265,0.768126240841867,-0.0405982095172966,,,categorical-20004-both_sexes-1370-
Mean ISOVF in sagittal stratum on FA skeleton (right),25470,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.768659662627019,0.0038773871921301,,,continuous-25470-both_sexes--irnt
H50 Other strabismus,131204,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1350,280235,0.769265003523569,-0.0402528316950995,,,icd_first_occurrence-131204-both_sexes--
Weighted-mean ICVF in tract parahippocampal part of cingulum (right),25657,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.76945570392579,-0.0043351482191789,,,continuous-25657-both_sexes--irnt
B86 Scabies,130320,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1361,280224,0.770219893427723,-0.0402564655803174,,,icd_first_occurrence-130320-both_sexes--
Weighted-mean OD in tract posterior thalamic radiation (right),25697,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.770427439304412,-0.00508290478587756,,,continuous-25697-both_sexes--irnt
Y82.1 Local anaesthetic nerve block,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1387,280199,0.770647480069966,-0.0402538731717746,,,categorical-41210-both_sexes-Y821-
K29 Gastritis and duodenitis,131598,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,26950,254635,0.771223216775246,0.00939654809326749,,,icd_first_occurrence-131598-both_sexes--
Methotrexate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1520,280023,0.771862937851858,-0.0402970780191524,,,categorical-20003-both_sexes-1140869848-
Weighted-mean MD in tract parahippocampal part of cingulum (left),25521,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.771936694303129,-0.000434627040125431,,,continuous-25521-both_sexes--irnt
V55.3 Greater than two levels of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1338,280248,0.772230844454247,-0.0402684992139027,,,categorical-41210-both_sexes-V553-
H18 Other disorders of cornea,131154,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1331,280254,0.773343574191453,-0.0402546447936544,,,icd_first_occurrence-131154-both_sexes--
Y82.9 Unspecified local anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7654,273932,0.77442874717439,0.00331570740264188,,,categorical-41210-both_sexes-Y829-
Calcium salts,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1730,279813,0.775334278889624,-0.0404227077976086,,,categorical-20003-both_sexes-1140870788-
Weighted-mean OD in tract superior longitudinal fasciculus (right),25699,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.775371532116292,0.00977912858118038,,,continuous-25699-both_sexes--irnt
M94 Other disorders of cartilage,131990,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1372,280213,0.775943200984945,-0.0402496599948902,,,icd_first_occurrence-131990-both_sexes--
K07 Dentofacial anomalies [including malocclusion],131566,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1473,280112,0.776568459664115,-0.0402742356875941,,,icd_first_occurrence-131566-both_sexes--
Mean FA in tapetum on FA skeleton (right),25102,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.776939802121633,-0.0121193936687604,,,continuous-25102-both_sexes--irnt
Mean L2 in posterior corona radiata on FA skeleton (left),25275,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.777907092017182,0.0126947964497132,,,continuous-25275-both_sexes--irnt
X33.9 Unspecified other blood transfusion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1333,280253,0.778005788749853,-0.0402755692412065,,,categorical-41200-both_sexes-X339-
Potassium,100016,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.778212196523885,-0.00539491129945479,,,continuous-100016-both_sexes--irnt
Y58.8 Other specified harvest of skin for graft,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1236,280350,0.778296448894834,-0.0403016541249948,,,categorical-41210-both_sexes-Y588-
Ever heard an un-real voice,20463,categorical,,Online follow-up > Mental health > Unusual and psychotic experiences,,1627,91296,0.778942256257753,-0.0410145007087589,,,categorical-20463-both_sexes--
Weighted-mean OD in tract uncinate fasciculus (left),25702,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.779080767439201,-0.0111797187713895,,,continuous-25702-both_sexes--irnt
Joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1301,280242,0.780313380926953,-0.0402456532224617,,,categorical-20002-both_sexes-1295-
Essential hypertension,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1224,280319,0.780362204439227,-0.0403032959154835,,,categorical-20002-both_sexes-1072-
Weighted-mean L3 in tract superior thalamic radiation (right),25647,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.781133172593303,0.00595183131762362,,,continuous-25647-both_sexes--irnt
"Heel bone mineral density (BMD) T-score, automated (right)",4125,continuous,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,97895,,0.782583432295748,-0.000953849633118119,,,continuous-4125-both_sexes--irnt
M47.3 Removal of urethral catheter from bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1162,280424,0.78259505424023,-0.0403476299011863,,,categorical-41210-both_sexes-M473-
Q12.1 Introduction of intrauterine contraceptive device,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1601,151747,0.782600263958286,-0.0408259956926297,,,categorical-41210-both_sexes-Q121-
C79.5 Internal tamponade of retina using gas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1314,280272,0.782908956569831,-0.0402820652347077,,,categorical-41210-both_sexes-C795-
"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)",25809,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.7831455405579,0.0120938347363494,,,continuous-25809-both_sexes--irnt
S06.9 Unspecified other excision of lesion of skin,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,11861,269725,0.783244825345253,0.00812574526502137,,,categorical-41200-both_sexes-S069-
