Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Z42.1 Bladder NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1199,280387,0.895912850810389,-0.0402742568503964,,,categorical-41210-both_sexes-Z421-
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,14364,267222,0.896581753912905,-0.00518196100322524,,,categorical-41200-both_sexes-H259-
U05.2 Magnetic resonance imaging of head,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1304,280282,0.896594924981107,-0.0402214443360522,,,categorical-41200-both_sexes-U052-
L43 Lichen planus,131748,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1297,280288,0.896758833885363,-0.0402447201267975,,,icd_first_occurrence-131748-both_sexes--
Fluticasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1247,280296,0.897174684220963,-0.040240620036434,,,categorical-20003-both_sexes-1140888098-
Bendroflumethiazide,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,15702,265841,0.897587924887151,-0.0114263119456455,,,categorical-20003-both_sexes-1141194794-
I21 Acute myocardial infarction,131298,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,9593,271992,0.897876308662409,0.000156565307347929,,,icd_first_occurrence-131298-both_sexes--
S57.1 Debridement of skin NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1283,280303,0.898139250332118,-0.0402410611879975,,,categorical-41210-both_sexes-S571-
F17 Mental and behavioural disorders due to use of tobacco,130868,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,21955,259630,0.898179817987519,0.0106667303771337,,,icd_first_occurrence-130868-both_sexes--
Allergy or anaphylactic reaction to food,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1259,280284,0.89900799906861,-0.0402150816456955,,,categorical-20002-both_sexes-1385-
K01 Embedded and impacted teeth,131554,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1405,280180,0.899080268758198,-0.040265541860831,,,icd_first_occurrence-131554-both_sexes--
Z07.3 Spinal nerve root of lumbar spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1264,280322,0.899849537035733,-0.0402326550223876,,,categorical-41210-both_sexes-Z073-
Rectal or colon polypectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1180,280363,0.899935846406251,-0.0402520498623757,,,categorical-20004-both_sexes-1463-
Essential hypertension,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1224,280319,0.899993464371362,-0.0403177667010772,,,categorical-20002-both_sexes-1072-
Lower limb surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1282,280261,0.900215182904888,-0.0402310857908162,,,categorical-20004-both_sexes-1495-
Iron deficiency anaemia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1521,280022,0.900853993938924,-0.0402738452315474,,,categorical-20002-both_sexes-1330-
H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1314,280272,0.900939544477302,-0.0402246494497605,,,categorical-41210-both_sexes-H221-
Gabapentin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1301,280242,0.901755271279165,-0.0402067535647884,,,categorical-20003-both_sexes-1140872228-
H50 Other strabismus,131204,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1350,280235,0.901776384408127,-0.0401994497990856,,,icd_first_occurrence-131204-both_sexes--
I86 Varicose veins of other sites,131408,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1136,280449,0.902791824742922,-0.0402888189783151,,,icd_first_occurrence-131408-both_sexes--
Joint pain,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1043,280500,0.902813117153263,-0.0402526785203638,,,categorical-20002-both_sexes-1537-
D75 Other diseases of blood and blood-forming organs,130670,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,1106,280479,0.902910772517351,-0.0402203849600784,,,icd_first_occurrence-130670-both_sexes--
Joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1301,280242,0.904062931100344,-0.0402020623030513,,,categorical-20002-both_sexes-1295-
Codeine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1427,280116,0.904458776140866,-0.0402258566753239,,,categorical-20003-both_sexes-1140884444-
K75 Other inflammatory liver diseases,131668,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1118,280467,0.904564416416381,-0.0402007140287316,,,icd_first_occurrence-131668-both_sexes--
"G98 Other disorders of nervous system, not elsewhere classified",131124,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1171,280414,0.905508715059048,-0.0402040433045354,,,icd_first_occurrence-131124-both_sexes--
K86 Other diseases of pancreas,131684,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1103,280482,0.907126947099675,-0.04020429691782,,,icd_first_occurrence-131684-both_sexes--
Other neurological problem,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1129,280414,0.908493846738934,-0.0402029697788847,,,categorical-20002-both_sexes-1434-
Beclomethasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1137,280406,0.909382810877269,-0.040182362558159,,,categorical-20003-both_sexes-1140884654-
A37 Whooping cough,130062,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1294,280291,0.90962732643539,-0.0401883327268254,,,icd_first_occurrence-130062-both_sexes--
Ferrous sulphate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1341,280202,0.910124295111726,-0.0402194235282532,,,categorical-20003-both_sexes-1140870390-
Birth weight known,120,categorical,,UK Biobank Assessment Centre > Verbal interview > Early life factors,,158307,123236,1,0.00281771501482571,,,categorical-120-both_sexes-1-
Hypertension,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,72697,208846,1,0.00182199971959637,,,categorical-20002-both_sexes-1065-
Depression,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,16242,265301,1,-0.00456571566582,,,categorical-20002-both_sexes-1286-
High cholesterol,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,34270,247273,1,-0.000974306056086662,,,categorical-20002-both_sexes-1473-
Chronic fatigue syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1253,280290,1,-0.0402073755320565,,,categorical-20002-both_sexes-1482-
Sertraline,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1209,280334,1,-0.0401765339858231,,,categorical-20003-both_sexes-1140867878-
Colposcopy +/- biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1147,152181,1,-0.0403307884293488,,,categorical-20004-both_sexes-1522-
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,151556,128838,1,0.000687294621129644,,,categorical-20116-both_sexes-0-
F09.1 Surgical removal of impacted wisdom tooth,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1174,280412,1,-0.0402531599093572,,,categorical-41200-both_sexes-F091-
G45.1 Fibreoptic endoscopic examination of upper gastrointestinal tract and biopsy of lesion of upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,33796,247790,1,0.00588465782241907,,,categorical-41200-both_sexes-G451-
Q35.2 Endoscopic bilateral clipping of fallopian tubes,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1452,151896,1,-0.0407317280332576,,,categorical-41200-both_sexes-Q352-
R17.2 Elective lower uterine segment caesarean delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1304,152044,1,-0.041240685963496,,,categorical-41200-both_sexes-R172-
Q12.1 Introduction of intrauterine contraceptive device,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1601,151747,1,-0.0406781781930723,,,categorical-41210-both_sexes-Q121-
Q55.3 Papanicolau smear NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1096,152252,1,-0.0402877365571959,,,categorical-41210-both_sexes-Q553-
R15.1 Medical induction of labour,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1827,151521,1,-0.0416661677843032,,,categorical-41210-both_sexes-R151-
R27.1 Episiotomy to facilitate delivery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1597,151751,1,-0.0419070493231542,,,categorical-41210-both_sexes-R271-
R32.3 Repair of obstetric laceration of vagina and floor of pelvis,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1850,151498,1,-0.0425541029678623,,,categorical-41210-both_sexes-R323-
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,26233,126378,1,-0.0057329824724373,,,categorical-6153-both_sexes-2-
Protein,100003,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,1,-0.00460109961713074,,,continuous-100003-both_sexes--irnt
Iron,100011,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,1,-0.00131491925722214,,,continuous-100011-both_sexes--irnt
Vitamin B6,100012,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,1,-0.00361861973146274,,,continuous-100012-both_sexes--irnt
Folate,100014,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,1,0.00408378985393445,,,continuous-100014-both_sexes--irnt
Past tobacco smoking,1249,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,259498,,1,0.00316577953308681,,,continuous-1249-both_sexes--
"Father's age at death",1807,continuous,,UK Biobank Assessment Centre > Touchscreen > Family history,,207146,,1,-0.00214052911919553,,,continuous-1807-both_sexes--irnt
Fluid intelligence score,20016,continuous,,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,,100350,,1,0.000355393158930111,,,continuous-20016-both_sexes--irnt
Pulse wave Arterial Stiffness index,21021,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101388,,1,0.00128950562161847,,,continuous-21021-both_sexes--irnt
Age stopped smoking,2897,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,69003,,1,0.00438214801463498,,,continuous-2897-both_sexes--irnt
White blood cell (leukocyte) count,30000,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273541,,1,-0.00186316704053932,,,continuous-30000-both_sexes--irnt
Platelet crit,30090,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,1,-0.00191922390928534,,,continuous-30090-both_sexes--irnt
Albumin,30600,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246304,,1,0.00177531045212602,,,continuous-30600-both_sexes--irnt
Alkaline phosphatase,30610,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268561,,1,-0.00084540296115352,,,continuous-30610-both_sexes--irnt
Direct bilirubin,30660,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,228253,,1,-0.000356665687974446,,,continuous-30660-both_sexes--irnt
Creatinine,30700,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268410,,1,0.000965038764811562,,,continuous-30700-both_sexes--irnt
Glucose,30740,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,245993,,1,0.000823698744692803,,,continuous-30740-both_sexes--irnt
Oestradiol,30800,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,43259,,1,-0.00315373094785997,,,continuous-30800-both_sexes--irnt
Age started hormone-replacement therapy (HRT),3536,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,53460,,1,-0.00099286878712272,,,continuous-3536-both_sexes--irnt
Pulse wave peak to peak time,4196,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101642,,1,-0.000383950869026839,,,continuous-4196-both_sexes--irnt
Position of the shoulder on the pulse waveform,4200,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101696,,1,-0.00144004672517287,,,continuous-4200-both_sexes--irnt
K58 Irritable bowel syndrome,131638,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,18586,262999,1,-0.0104228867866201,,,icd_first_occurrence-131638-both_sexes--
